movie_title,budget_2017
An Alan Smithee Film: Burn Hollywood Burn ,15219734.660033168
The Open Road ,11388242.59345432
The Good Guy ,9110594.074763456
Motherhood ,5694121.29672716
Free Style ,nan
Strangerland ,10307454.724133091
The Janky Promoters ,nan
Blonde Ambition ,11783020.381961163
The Oxford Murders ,11347758.88717156
The Reef ,nan
Eulogy ,8407857.646229738
White Noise 2: The Light ,11783020.381961163
You Got Served: Beat the World ,10860946.74556213
Fifty Dead Men Walking ,6808655.332302937
Jungle Shuffle ,10320494.798987912
Adam Resurrected ,11347758.88717156
Of Horses and Men ,10488571.42857143
It's a Wonderful Afterlife ,11204028.68915001
The Devil's Tomb ,11388242.59345432
Partition ,11783020.381961163
Good Intentions ,11204028.68915001
"The Good, the Bad, the Weird ",11347758.88717156
Nurse 3D ,10488571.42857143
Gunless ,11204028.68915001
Adventureland ,nan
The Lost City ,12009405.35014483
Next Friday ,13478067.632850243
American Heist ,10320494.798987912
You Only Live Twice ,69609780.43912177
Plastic ,10320494.798987912
Amour ,9471488.621539354
Poltergeist III ,21691333.708497472
Re-Kill ,9792081.987926437
"It's a Mad, Mad, Mad, Mad World ",75016086.95652173
Volver ,nan
Heavy Metal ,24992898.975109816
Gentlemen Broncos ,nan
Richard III ,9620441.144354664
Into the Grizzly Maze ,10307454.724133091
Kites ,672241721.3490006
Melancholia ,8037100.591715977
Red Dog ,9231804.73372781
Jab Tak Hai Jaan ,7681058.008407016
Alien ,37029802.8427327
The Texas Chain Saw Massacre ,413827.22267206485
The Runaways ,11204028.68915001
Fiddler on the Roof ,54295809.36729663
Thunderball ,69776135.16367477
Detention ,10860946.74556213
Loose Cannons ,nan
Set It Off ,14020369.19159771
The Best Man ,13199760.287654813
Child's Play ,18592571.75014069
Sicko ,10604718.343765046
The Purge: Anarchy ,9288445.31908912
Down to You ,12768695.652173914
Harold & Kumar Go to White Castle ,11641649.048625793
The Contender ,28374879.227053143
Boiler Room ,11349951.690821256
Trading Places ,nan
Black Christmas ,10907560.25090789
Breakin' All the Rules ,nan
Henry V ,17739060.402684566
The Savages ,nan
Chasing Papi ,nan
The Way of the Gun ,12059323.671497585
Igby Goes Down ,12225346.901017576
PCU ,13187247.41805119
The Ultimate Gift ,nan
The Bold and the Beautiful             ,nan
The Ice Pirates ,21165278.66752082
Gracie ,10604718.343765046
Trust the Man ,11258817.515760778
Hamlet 2 ,10212982.998454405
Velvet Goldmine ,nan
The Wailing ,nan
Glee: The 3D Concert Movie ,9774852.071005916
The Legend of Suriyothai ,551926329.6372863
Two Evil Eyes ,16830871.11563933
Barbecue ,nan
All or Nothing ,12225346.901017576
Princess Kaiulani ,10249418.33410889
Opal Dream ,13816242.98448333
Heist ,19584163.975852873
Flame and Citron ,51064914.99227203
Undiscovered ,11258817.515760778
Red Riding: In the Year of Our Lord 1974 ,nan
The Girl on the Train ,nan
Veronika Decides to Die ,10249418.33410889
Crocodile Dundee ,19614329.083181545
"Ultramarines: A Warhammer 40,000 Movie ",nan
The I Inside ,11382945.736434108
Beneath Hill 60 ,10083625.820235008
Polisse ,nan
Awake ,10133397.5284866
Star Wars: The Clone Wars             ,nan
Skin Trade ,9288445.31908912
The Lost Boys ,nan
Crazy Heart ,7971769.815418025
The Rose ,28613938.560293447
Baggage Claim ,8915285.714285715
Barbarella ,63232535.885167465
Shipwrecked ,112205807.43759552
Election ,11733120.255693167
The Namesake ,nan
The DUFF ,8761336.515513128
Glitter ,30355948.130050745
The Haunting in Connecticut 2: Ghosts of Georgia ,9439714.285714287
Silmido ,10625180.897250364
Bright Star ,9680006.204436172
My Name Is Khan ,13444834.426980011
Footloose ,19283920.563741192
All Is Lost ,9439714.285714287
Limbo ,11733120.255693167
Namastey London ,nan
The Wind That Shakes the Barley ,nan
Yeh Jawaani Hai Deewani ,nan
The Karate Kid ,18813581.037796285
Quo Vadis ,71753930.76923077
Repo! The Genetic Opera ,9645595.054095827
Valley of the Wolves: Iraq ,10059194.453615054
Pulp Fiction ,13187247.41805119
The Muppet Movie ,nan
Nightcrawler ,8772420.579139724
Club Dread ,11059566.596194502
The Sound of Music ,63573812.038014784
Splash ,18813581.037796285
Little Miss Sunshine ,9695609.111918125
Stand by Me ,17831208.25743777
28 Days Later... ,10866975.023126734
You Got Served ,10348132.48766737
Escape from Alcatraz ,26930765.7038056
Brown Sugar ,10866975.023126734
A Thin Line Between Love and Hate ,12462550.392531296
50/50 ,8688757.396449704
Shutter ,9078207.10973725
Creepshow ,20253793.10344828
That Awkward Moment ,8256395.839190329
Modern Problems ,21499267.935578335
Kicks ,nan
Much Ado About Nothing ,13530522.920985948
On Her Majesty's Secret Service ,46637023.59346642
The Player             ,nan
New Nightmare ,13187247.41805119
Drive Me Crazy ,11733120.255693167
Akeelah and the Bee ,nan
Half Baked ,11991833.401388321
New in Town ,9110594.074763456
Syriana ,62548986.19867098
American Psycho ,9931207.729468599
The Good Girl ,6791859.389454209
Bon Cop Bad Cop ,9695609.111918125
The Boondock Saints II: All Saints Day ,9110594.074763456
The City of Your Final Destination ,9452241.352567086
Enough Said ,8390857.142857144
Easy A ,8963222.951320007
The Inkwell ,nan
Shadow of the Vampire ,11349951.690821256
Prom ,8688757.396449704
The Pallbearer ,12462550.392531296
Held Up ,11733120.255693167
Woman on Top ,11349951.690821256
Howards End ,nan
Preacher             ,nan
Anomalisa ,8245963.779306473
Another Year ,11204028.68915001
8 Women ,10866975.023126734
Showdown in Little Tokyo ,14350354.263376497
Clay Pigeons ,11991833.401388321
It's Kind of a Funny Story ,8963222.951320007
Made in Dagenham ,8066900.6561880065
When Did You Last See Your Father? ,9426416.30556893
Prefontaine ,12175787.728026535
The Wicked Lady ,19624457.066488475
The Secret of Kells ,7402357.685745308
Begin Again ,8390857.142857144
Down in the Valley ,10007837.791787358
Brooklyn Rules ,9426416.30556893
Restless ,nan
The Singing Detective ,10625180.897250364
The Land Girls ,nan
Fido ,9695609.111918125
The Wendell Baker Story ,10007837.791787358
Wild Target ,8963222.951320007
Pathology ,9078207.10973725
Wuthering Heights             ,nan
10th & Wolf ,9695609.111918125
Dear Wendy ,64675828.04792107
Aloft ,8256395.839190329
Akira ,2272425436.1283064
The Death and Life of Bobby Z ,25922644.840314556
The Rocket: The Legend of Rocket Richard ,10007837.791787358
Swelter ,8256395.839190329
My Lucky Star ,nan
Imagine Me & You ,9882739.819390016
Mr. Church ,8144204.10427066
Swimming Pool ,nan
Green Street 3: Never Back Down ,nan
The Blood of Heroes ,19710067.11409396
Code of Honor ,8144204.10427066
Driving Miss Daisy ,14782550.335570471
Soul Food ,11414800.995024877
Rumble in the Bronx ,12025551.43044333
Far from Men ,7946780.995220692
Thank You for Smoking ,8131368.205827228
Hostel: Part II ,11783020.381961163
An Education ,5124709.167054445
Shopgirl ,nan
The Hotel New Hampshire ,17637732.22293402
Narc ,10187789.084181314
Men with Brooms ,10187789.084181314
Witless Protection ,8510819.165378671
The Work and the Glory ,9701374.207188161
Extract ,9110594.074763456
Masked and Anonymous ,nan
Alias Betty ,68990791.20466079
Code 46 ,9961107.091172215
Outside Bet ,7981591.535005074
Crash ,8407857.646229738
Albert Nobbs ,8688757.396449704
Black November ,7981591.535005074
Ta Ra Rum Pum ,7069812.229176697
Persepolis ,8601604.87883165
The Hole ,13665891.112145185
The Wave ,5673879.44358578
The Neon Demon ,7126178.591236827
Harry Brown ,8313417.093221654
Spider-Man 3 ,304001925.854598
The Omega Code ,10999800.239712344
Juno ,8837265.286470871
Pound of Flesh ,7730591.043099819
Diamonds Are Forever ,43436647.493837304
The Godfather ,35045346.06205251
Flashdance ,9812228.533244237
500 Days of Summer ,8541181.94509074
The Piano ,11839207.555862704
Magic Mike ,7449485.432671403
Darkness Falls ,14609623.73371925
Live and Let Die ,38526236.88155922
My Dog Skip ,7093719.806763286
"Definitely, Maybe ",nan
Jumping the Broom ,7168224.852071006
The Great Gatsby ,110130000.00000001
"Good Night, and Good Luck. ",9382347.929800648
Capote ,8756858.067813938
Desperado ,11223848.001747109
The Claim ,28374879.227053143
Fargo             ,nan
Logan's Run ,38642105.2631579
The Man with the Golden Gun ,64403508.77192983
Action Jackson ,14460889.138998315
The Descent ,4378429.033906969
Michael Jordan to the Max ,nan
Devil's Due ,7224346.359291538
Flirting with Disaster ,10904731.593464885
The Devil's Rejects ,8756858.067813938
Buffy the Vampire Slayer             ,nan
Dope ,7215218.306893164
In Too Deep ,10266480.223731522
Skyfall ,212842440.93346864
House of 1000 Corpses ,9297033.285094067
Alien Zone ,1311071.4285714286
A Serious Man ,7971769.815418025
Get Low ,8541181.94509074
Warlock ,13797046.979865773
Beyond the Lights ,7224346.359291538
A Single Man ,7971769.815418025
The Last Temptation of Christ ,14460889.138998315
Outside Providence ,10266480.223731522
Bride & Prejudice ,9054615.92670895
Rabbit-Proof Fence ,8150231.26734505
Who's Your Caddy? ,8248114.267372814
Split Second ,12187336.969409533
Nikita             ,nan
The Other Side of Heaven ,9658710.76865251
Dark Angel             ,nan
Veer-Zaara ,9054615.92670895
Redbelt ,7943431.221020093
Cyrus ,7842820.0824050065
A Dog of Flanders ,10266480.223731522
Auto Focus ,9508603.145235892
Factory Girl ,8483657.97292836
We Need to Talk About Kevin ,7602662.721893491
The Christmas Candle ,nan
The Mighty Macs ,7971769.815418025
Losin' It ,17171399.933177415
Mother and Child ,5494827.05134171
March or Die ,36286655.68369028
Les visiteurs ,84565768.25616218
Somewhere ,7842820.0824050065
I Hope They Serve Beer in Hell ,nan
Chairman of the Board ,14989791.751735402
Hesher ,7842820.0824050065
Dom Hemingway ,nan
Gerry ,4754301.572617946
The Heart of Me ,9508603.145235892
Freeheld ,7215218.306893164
The Extra Man ,7842820.0824050065
Hard to Be a God ,7342000.000000001
Ca$h ,7842820.0824050065
Wah-Wah ,8756858.067813938
The Boondock Saints ,10266480.223731522
Z Storm ,7224346.359291538
Twixt ,7602662.721893491
Snow Queen ,7449485.432671403
Alpha and Omega 4: The Legend of the Saw Toothed Cave ,7224346.359291538
Pale Rider ,15674443.06930693
Stargate: The Ark of Truth ,nan
Dazed and Confused ,11670076.01935038
High School Musical 2 ,8248114.267372814
Two Lovers and a Bear ,8856821.963394342
Criminal Activities ,7215218.306893164
Aimee & Jaguar ,21999600.47942469
The Chumscrubber ,8506662.123019254
Shade ,9031403.76266281
House at the End of the Street ,7343064.212204669
Incendies ,7618739.5086220065
"Remember Me, My Love ",6640738.060781477
Perrier's Bounty ,nan
Elite Squad ,4713208.152784465
Annabelle ,6708321.619342143
Bran Nue Dae ,7402357.685745308
Boyz n the Hood ,10762765.697532373
La Bamba ,13978617.457527827
The Four Seasons ,nan
Dressed to Kill ,19274232.633279484
The Adventures of Huck Finn ,10993549.873301083
Go ,9533160.207750699
Friends with Money ,7877682.403433477
The Andromeda Strain ,39213640.09860312
Bats ,9533160.207750699
Nowhere in Africa ,9658710.76865251
Shame ,7059615.384615385
Layer Cake ,5174066.243833685
The Work and the Glory II: American Zion ,8131368.205827228
The East ,6817571.428571429
A Home at the End of the World ,8407857.646229738
Aberdeen ,9221835.748792272
The Messenger ,7402357.685745308
Tracker ,7282618.647947506
Control ,5302359.171882523
The Terminator ,15286034.593209483
Good Bye Lenin! ,6375108.538350218
The Damned United ,11388242.59345432
The Return of the Living Dead ,9086633.663366336
Gomorrah             ,nan
Mallrats ,9620441.144354664
Grease ,22475510.204081636
Platoon ,13373406.193078326
Fahrenheit 9/11 ,7761099.365750528
Butch Cassidy and the Sundance Kid ,39974591.65154265
Mary Poppins ,47266094.42060086
Ordinary People ,17791599.35379645
Around the World in 80 Days ,142286821.70542637
West Side Story ,49055679.287305124
Caddyshack ,17791599.35379645
The Brothers ,8278894.944559294
The Wood ,8799840.191769876
The Usual Suspects ,9620441.144354664
A Nightmare on Elm Street 5: The Dream Child ,15768053.691275168
Van Wilder: Party Liaison ,8150231.26734505
The Wrestler ,6808655.332302937
Duel in the Sun ,100232081.9112628
Best in Show ,8512463.768115943
Escape from New York ,16124450.95168375
School Daze ,13427968.486212721
Daddy Day Camp ,7069812.229176697
Mr. Nice Guy ,nan
A Mighty Wind ,nan
Mystic Pizza ,12395047.833427126
War & Peace             ,nan
Sliding Doors ,13490812.57656186
Tales from the Hood ,9620441.144354664
The Last King of Scotland ,7271706.833938594
Halloween 5 ,5913020.134228189
Bernie ,5430473.372781065
Dolphins and Whales 3D: Tribes of the Ocean ,6808655.332302937
Pollock ,8512463.768115943
200 Cigarettes ,8799840.191769876
The Words ,6385273.22800406
Casa de mi Padre ,6385273.22800406
City Island ,6832945.556072593
The Guard ,6516568.047337278
College ,7376043.276661515
The Virgin Suicides ,8799840.191769876
Little Voice ,nan
Miss March ,6832945.556072593
Wish I Was Here ,6192296.879392747
Simply Irresistible ,8799840.191769876
Veronica Mars             ,nan
Hedwig and the Angry Inch ,8278894.944559294
Only the Strong ,10147892.190739462
Goddess of Love ,nan
Shattered Glass ,7968885.672937772
Novocaine ,8278894.944559294
The Business of Strangers ,nan
The Wild Bunch ,41600804.676951
The Wackness ,6808655.332302937
The Great Train Robbery ,20198074.277854197
Morvern Callar ,nan
Beastmaster 2: Through the Portal of Time ,10762765.697532373
The 5th Quarter ,6722417.213490006
The Flower of Evil ,nan
The Greatest ,6832945.556072593
Snow Flower and the Secret Fan ,6516568.047337278
Come Early Morning ,7271706.833938594
Lucky Break ,8278894.944559294
Julia ,31609708.951125756
"Surfer, Dude ",6808655.332302937
Lake of Fire ,nan
11:14 ,7968885.672937772
Men of War ,14176290.97440503
Don McKay ,nan
Deadfall ,12770546.45600812
A Shine of Rainbows ,6832945.556072593
The Hit List ,6516568.047337278
Emma             ,nan
Videodrome ,14600596.057467425
L'auberge espagnole ,7199370.9528214615
Song One ,6192296.879392747
Murder by Numbers ,67918593.89454208
Winter in Wartime ,4539103.554868625
Freaky Deaky ,6385273.22800406
The Train ,52780472.10300429
Trade of Innocents ,nan
The Protector ,250195944.79468393
Stiff Upper Lips ,nan
The Inbetweeners             ,nan
Bend It Like Beckham ,4754517.553746531
Sunshine State ,7606882.516188714
Crossover ,6786926.378342688
Khiladi 786 ,nan
[Rec] 2 ,6377415.852334419
Standing Ovation ,nan
The Sting ,30270614.69265367
Chariots of Fire ,14780746.705710106
Diary of a Mad Black Woman ,6880388.481853808
Shine ,8568003.394865267
Don Jon ,3146571.4285714286
High Plains Drifter ,30270614.69265367
Ghost World ,9658710.76865251
Iris ,7588987.032512686
Galaxina ,nan
The Chorus ,7114341.0852713175
Mambo Italiano ,6640738.060781477
Wonderland ,6640738.060781477
Do the Right Thing ,12811543.624161074
Harvard Man ,7588987.032512686
Le Havre ,4181464.49704142
Irreversible ,nan
R100 ,5768714.285714286
Rang De Basanti ,nan
Animals ,nan
Salvation Boulevard ,9774852.071005916
The Ten ,6186085.70052961
A Room for Romeo Brass ,nan
Headhunters ,32908668.639053255
Grabbers ,4256848.818669373
Saint Ralph ,7761099.365750528
Miss Julie ,5676272.139443351
Somewhere in Time ,15122859.45072698
Dum Maaro Dum ,nan
Insidious: Chapter 2 ,5244285.714285715
Saw II ,5003918.895893679
10 Cloverfield Lane ,15270382.695507487
Jackass: The Movie ,6791859.389454209
Lights Out ,4988325.013865779
Paranormal Activity 3 ,5430473.372781065
Ouija ,5160247.399493956
A Nightmare on Elm Street 3: Dream Warriors ,9677504.39367311
The Gift ,5153727.3620665455
Instructions Not Included ,5244285.714285715
Paranormal Activity 4 ,5321061.023336716
The Robe ,45659203.98009951
The Return of the Pink Panther ,22702535.559678417
Freddy's Dead: The Final Nightmare ,15247251.404837528
Monster ,5976664.254703329
"20,000 Leagues Under the Sea ",45489467.162329614
Paranormal Activity: The Marked Ones ,5160247.399493956
The Elephant Man ,14826332.794830373
Dallas Buyers Club ,5244285.714285715
The Lazarus Effect ,3401460.0589639205
Memento ,12768695.652173914
Oculus ,5244285.714285715
Clerks II ,6059755.694948829
Billy Elliot ,7093719.806763286
The Way Way Back ,5244285.714285715
House Party 2 ,8968971.414610311
The Man from Snowy River ,8861034.48275862
Doug's 1st Movie ,7333200.15980823
The Apostle ,7609867.330016584
Mommie Dearest ,13437042.459736459
Our Idiot Brother ,5430473.372781065
Race ,nan
The Players Club ,6745406.28828093
O ,6899079.120466079
"As Above, So Below ",5160247.399493956
Addicted ,5160247.399493956
Eve's Bayou ,9131840.7960199
Still Alice ,5160247.399493956
The Egyptian ,45489467.162329614
Nighthawks ,13437042.459736459
Friday the 13th Part VIII: Jason Takes Manhattan ,9855033.55704698
My Big Fat Greek Wedding ,6791859.389454209
Spring Breakers ,5321061.023336716
Halloween: The Curse of Michael Myers ,8017034.28696222
Y Tu Mamá También ,2759631.6481864313
Shaun of the Dead ,5174066.243833685
The Haunting of Molly Hartley ,5673879.44358578
Lone Star ,7789093.99533206
Halloween 4: The Return of Michael Myers ,10329206.527855938
April Fool's Day ,11144505.160898605
Diner ,12658620.689655174
Lone Wolf McQuade ,12265285.666555297
Apollo 18 ,5430473.372781065
Sunshine Cleaning ,9078207.10973725
No Escape ,5153727.3620665455
The Beastmaster ,20253793.10344828
Solomon and Sheba ,41906392.69406393
Fifty Shades of Black ,5090127.565169162
Not Easily Broken ,9110594.074763456
A Farewell to Arms ,14325853.658536587
The Perfect Match ,5090127.565169162
Digimon: The Movie ,7093719.806763286
Saved! ,6467582.804792107
The Barbarian Invasions ,7968885.672937772
Robin and Marian ,21467836.257309943
The Forsaken ,6899079.120466079
Force 10 from Navarone ,18729591.836734697
UHF ,9855033.55704698
Grandma's Boy ,nan
Slums of Beverly Hills ,7494895.875867701
Once Upon a Time in the West ,35129186.602870815
Made ,6899079.120466079
Moon ,5694121.29672716
Keeping Up with the Steins ,nan
Sea Rex 3D: Journey to a Prehistoric World ,5602014.344575005
The Sweet Hereafter ,7609867.330016584
Of Gods and Men ,4481611.475660004
Bottle Shock ,5673879.44358578
Jekyll and Hyde... Together Again ,12658620.689655174
Heavenly Creatures ,8242029.636281994
90 Minutes in Heaven ,5153727.3620665455
Everything Must Go ,5602014.344575005
Zero Effect ,7494895.875867701
The Machinist ,6467582.804792107
Light Sleeper ,8705240.69243538
Kill the Messenger ,5160247.399493956
Rabbit Hole ,5602014.344575005
Party Monster ,6640738.060781477
Green Room ,5153727.3620665455
The Oh in Ohio ,6059755.694948829
Atlas Shrugged: Who Is John Galt? ,5160247.399493956
Bottle Rocket ,10904731.593464885
Albino Alligator ,7789093.99533206
"Gandhi, My Father ",nan
Standard Operating Procedure ,nan
Out of the Blue ,6523586.429725364
Tucker and Dale vs Evil ,nan
"Lovely, Still ",5673879.44358578
Tycoon ,35112485.84202683
Desert Blue ,2997958.3503470803
Decoys ,6467582.804792107
The Visit ,5153727.3620665455
Redacted ,5891510.190980582
Fascination ,6467582.804792107
Saving Grace             ,nan
Area 51 ,5153727.3620665455
Sleep Tight ,5430473.372781065
The Cottage ,2836939.72179289
Dead Like Me: Life After Death ,5694121.29672716
Farce of the Penguins ,nan
Flying By ,nan
Psych             ,nan
Rudderless ,5160247.399493956
Henry & Me ,10320494.798987912
Christmas Eve ,nan
We Have Your Husband ,5430473.372781065
Dying of the Light ,5160247.399493956
Born of War ,5160247.399493956
Capricorn One ,20159253.15760571
Should've Been Romeo ,5321061.023336716
Running Forever ,5153727.3620665455
Yoga Hosers ,5090127.565169162
Navy Seals vs. Zombies ,nan
I Served the King of England ,102349273.68768571
Soul Kitchen ,4555297.037381728
Sling Blade ,1386458.7311691067
The Awakening ,3258284.023668639
Hostel ,6004702.675072415
Tristram Shandy: A Cock and Bull Story ,3502743.2271255753
Take Shelter ,5430473.372781065
Lady in White ,9709454.136184582
Driving Lessons ,nan
Let's Kill Ward's Wife ,5160247.399493956
The Texas Chainsaw Massacre 2 ,10475834.85124469
Pat Garrett & Billy the Kid ,25530693.24287856
Only God Forgives ,5034514.285714286
Camping sauvage ,nan
Without Men ,5104644.970414201
Barfi ,nan
Dear Frankie ,nan
All Hat ,5891510.190980582
The Names of Love ,5153853.197009005
Treading Water ,4929628.571428572
Savage Grace ,5420189.375702134
Out of the Blue ,nan
Police Academy ,10582639.33376041
The Blue Lagoon ,13343699.515347335
Four Weddings and a Funeral ,7417826.672653795
Fast Times at Ridgemont High ,11392758.620689657
Moby Dick ,40439412.48470012
25th Hour ,20375578.16836263
Secrets and Lies             ,nan
Bound ,7010184.595798855
Requiem for a Dream ,6384347.826086957
State Fair ,nan
Tango ,1049285422.6214781
Salvador ,10030054.644808745
Moms' Night Out ,5160247.399493956
Donnie Darko ,6209171.20841947
Saving Private Perez ,nan
Character ,6848880.597014925
Spun ,2716743.7557816836
Life During Wartime ,nan
Lady Vengeance ,5254114840.688363
Mozart's Sister ,nan
Mean Machine ,3449539.5602330393
Exiled ,42418289.8646418
Blackthorn ,nan
Lilya 4-Ever ,nan
After.Life ,5124709.167054445
Fugly ,nan
One Flew Over the Cuckoo's Nest ,19978231.292517006
R.L. Stine's Monsterville: The Cabinet of Souls ,4535280.07861856
Silent Movie ,18891695.906432748
Airlift ,4479312.2573488625
Anne of Green Gables             ,nan
Falcon Rising ,4644222.65954456
The Sweeney ,3192636.61400203
Sexy Beast ,nan
Easy Money ,nan
Whale Rider ,8150231.26734505
Paa ,170823638.90181482
Cargo ,5124709.167054445
Pan ,154611820.86199638
High School Musical ,5090194.783757016
Animal Kingdom             ,nan
Love and Death on Long Island ,nan
Night Watch ,5432769.55602537
The Crying Game ,4004410.7185202753
Porky's ,10749633.967789168
Survival of the Dead ,4555297.037381728
Night of the Living Dead ,800945.4545454546
Lost in Translation ,5312590.448625182
Annie Hall ,16127402.52608457
The Greatest Show on Earth ,36802005.01253133
Exodus: Gods and Kings ,144486927.18583077
Monster's Ball ,5519263.2963728625
Maggie ,8761336.515513128
Leaving Las Vegas ,5772264.686612799
Hansel & Gretel Get Baked ,4719857.142857144
The Return of the Living Dead ,9086633.663366336
The Front Page ,19816464.237516873
The Boy Next Door ,4122981.8896532366
Trapeze ,35946144.43084455
Saving Grace             ,nan
The Kids Are All Right ,3921410.0412025033
They Live ,8263365.222284751
The Great Escape ,31921739.130434785
What the #$*! Do We (K)now!? ,nan
The Last Exorcism Part II ,5244285.714285715
Boyhood ,4128197.9195951647
Scoop ,4847804.555959063
Planet of the Apes ,137981582.40932158
The Wash ,5519263.2963728625
3 Strikes ,8512463.768115943
The Cooler ,4250072.358900146
The Misfits ,32703786.19153675
The Night Listener ,4847804.555959063
The Jerky Boys ,nan
My Soul to Take ,28010071.722875025
The Orphanage ,4006226.929866795
A Haunted House 2 ,4128197.9195951647
The Rules of Attraction ,5433487.511563367
Topaz ,26649727.7676951
Let's Go to Prison ,nan
Four Rooms ,6413627.429569776
Secretary ,5433487.511563367
The Real Cancun ,10625180.897250364
Talk Radio ,8263365.222284751
Waiting for Guffman ,6231275.196265648
Love Stinks ,5866560.127846584
You Kill Me ,4713208.152784465
Thumbsucker ,5003918.895893679
Red State ,4344378.698224852
Mirrormask ,5003918.895893679
Samsara ,4344378.698224852
The Barbarians ,8602226.127709432
The Art of Getting By ,nan
Zipper ,4638354.625859891
Poolhall Junkies ,5433487.511563367
The Loss of Sexual Innocence ,5866560.127846584
Holy Motors ,nan
Joe ,4195428.571428572
Shooting Fish ,4565920.39800995
Prison ,2795723.4915055656
Psycho Beach Party ,2128115.942028986
The Big Tease ,5866560.127846584
"Buen Día, Ramón ",4195428.571428572
Trust ,10643827.25469251
An Everlasting Piece ,19862415.458937198
Among Giants ,3747447.9379338506
Adore ,16781714.285714287
The Velocity of Gary ,5995916.700694161
Mondays in the Sun ,5433487.511563367
Stake Land ,728261.8647947506
Sonny with a Chance             ,nan
The Last Time I Committed Suicide ,6087893.864013268
Futuro Beach ,4128197.9195951647
Another Happy Day ,4344378.698224852
A Lonely Place to Die ,4344378.698224852
Nothing ,nan
The Geographer Drank His Globe Away ,4195428.571428572
1776 ,23363564.04136834
Inescapable ,4256848.818669373
Hell's Angels ,57770717.13147411
Purple Violets ,4713208.152784465
The Veil ,4072102.05213533
The Loved Ones ,nan
No Vacancy ,4256848.818669373
How to Fall in Love ,4256848.818669373
The Perfect Wave ,4128197.9195951647
Ben-Hur ,101802551.30338325
A Man for All Seasons ,15060512.820512822
Network ,16315555.555555556
Gone with the Wind ,69854387.55980863
Desert Dancer ,4128197.9195951647
Major Dundee ,29461034.846884903
Down for Life ,nan
Annie Get Your Gun ,38271672.84923928
Four Lions ,nan
House of Sand ,10007837.791787358
Defendor ,3985884.9077090123
The Pirate ,37625207.75623269
The Good Heart ,4327532.185512641
The History Boys ,2423902.2779795313
Unknown ,32582840.23668639
M*A*S*H             ,nan
Midnight Cowboy ,23984754.99092559
The Full Monty ,5326907.131011609
Airplane! ,10378432.956381261
Chain of Command ,5153727.3620665455
Friday ,5611924.0008735545
Menace II Society ,5919603.777931352
Empire             ,nan
Creepshow 2 ,7526947.861745753
The Ballad of Cable Hogue ,23384590.858611826
In Cold Blood ,25645708.582834333
The Nun's Story ,29334474.885844752
Harper ,26355897.435897436
Frenzy ,11681782.02068417
The Witch ,3607609.153446582
I Got the Hook Up ,5246427.113107391
She's the One ,5452365.796732442
Gods and Monsters ,5246427.113107391
The Secret in Their Eyes ,2277648.518690864
Day of the Dead ,7950804.455445545
Train ,nan
Evil Dead II ,7742003.514938489
Pootie Tang ,4139447.472279647
Sharknado ,1048857.142857143
La otra conquista ,5246427.113107391
Trollhunter ,22296017.09140852
Ira & Abby ,4241828.98646418
The Watch ,72366429.91737933
Winter Passing ,4378429.033906969
D.E.B.S. ,4527307.963354475
The Masked Saint ,3563089.2956184135
The Betrayed ,3971715.6105100466
Taxman ,1498979.1751735401
The Secret             ,nan
2:13 ,3985884.9077090123
"Batman: The Dark Knight Returns, Part 2 ",3671000.0000000005
Time to Choose ,3607609.153446582
In the Name of the King: The Last Job ,3612173.179645769
Wicked Blood ,3612173.179645769
Dawn Patrol ,3612173.179645769
Lords of London ,3550250.2108518416
High Anxiety ,13708292.147171885
March of the Penguins ,10007837.791787358
Margin Call ,3801331.3609467456
August ,nan
Choke ,3404327.6661514686
Whiplash ,3405763.283666011
City of God ,4482627.197039778
Human Traffic ,3226608.070315621
Day One ,3618321.495868967
The Dead Girl ,nan
The Hunt ,4044006.3777359044
A Christmas Story ,9812228.533244237
Bella ,3999438.7586662266
Class of 1984 ,10886413.793103449
The Opposite Sex ,3405763.283666011
Dreaming of Joseph Lees ,2933280.063923292
The Class ,nan
Rosemary's Baby ,16159425.837320575
The Man Who Shot Liberty Valance ,25846424.642464247
Adam ,nan
Maria Full of Grace ,3880549.682875264
Beginners ,3585289.1805280033
Feast ,4003135.116714943
Animal House ,11237755.102040818
Goldfinger ,23633047.21030043
Antiviral ,3405479.054935498
It's a Wonderful Life ,39842252.55972696
Trainspotting ,5452365.796732442
The Original Kings of Comedy ,4256231.884057972
Paranormal Activity 2 ,3361208.606745003
Waking Ned Devine ,4496937.525520621
Bowling for Columbine ,5433487.511563367
Coming Home ,nan
A Nightmare on Elm Street 2: Freddy's Revenge ,4997648.514851485
A Room with a View ,6814975.247524752
The Purge ,3146571.4285714286
Sinister ,3192636.61400203
Martin Lawrence Live: Runteldat ,4075115.633672525
Cat on a Hot Tin Roof ,25404844.29065744
Beneath the Planet of the Apes ,18874035.989717226
Air Bud ,4565920.39800995
Pokémon 3: The Movie ,22699903.381642513
Jason Lives: Friday the 13th Part VI ,6686703.096539163
The Bridge on the River Kwai ,26097156.398104265
Spaced Invaders ,5610290.371879776
Family Plot ,19279727.046783626
The Apartment ,24776152.98087739
Jason Goes to Hell: The Final Friday ,4228288.412808109
Torn Curtain ,45181538.461538464
Dave Chappelle's Block Party ,3752939.171920259
Slow West ,nan
Krush Groove ,6814975.247524752
Next Day Air ,3416472.7780362964
Elmer Gantry ,24776152.98087739
